RECORDING_SESSION_LABEL	order_bq3ans	trial	itemid	ACC_B_Q1	ACC_B_Q2	ACC_B_Q3	ACC_T_Q1	ACC_T_Q2	ACC_T_Q3	RESPONSE_B_Q1	RESPONSE_B_Q2	RESPONSE_B_Q3	RESPONSE_T_Q1	RESPONSE_T_Q2	RESPONSE_T_Q3	TOTAL_CORRECT	order_bq1ans	order_bq2ans	order_tq1ans	order_tq2ans	order_tq3ans	topic	version
65	[2, 1, 3, 4]	5	b0	1	0	1	0	1	0	3	4	2	3	2	1	12	[4, 2, 1, 3]	[4, 2, 1, 3]	[1, 2, 3, 4]	[4, 1, 3, 2]	[2, 1, 3, 4]	bio	65
65	[4, 3, 1, 2]	6	b2	1	1	1	1	1	0	2	2	3	1	3	4	17	[3, 1, 2, 4]	[2, 1, 3, 4]	[1, 2, 4, 3]	[3, 2, 1, 4]	[3, 1, 2, 4]	bio	65
65	[4, 1, 2, 3]	7	p2	0	0	0	1	0	0	3	4	4	2	2	3	18	[3, 1, 2, 4]	[4, 2, 1, 3]	[2, 1, 3, 4]	[3, 2, 4, 1]	[1, 4, 2, 3]	physik	65
65	[4, 1, 3, 2]	8	p1	0	0	1	0	0	0	2	3	2	3	4	4	19	[1, 3, 2, 4]	[4, 1, 2, 3]	[4, 1, 2, 3]	[1, 3, 4, 2]	[2, 1, 4, 3]	physik	65
65	[3, 4, 1, 2]	9	b1	0	0	0	1	0	1	1	2	1	1	1	4	21	[3, 4, 2, 1]	[3, 4, 1, 2]	[1, 4, 2, 3]	[3, 4, 2, 1]	[3, 2, 4, 1]	bio	65
65	[3, 1, 2, 4]	10	p4	0	0	0	1	0	1	4	1	1	1	3	2	23	[1, 2, 3, 4]	[4, 3, 2, 1]	[1, 2, 3, 4]	[1, 3, 2, 4]	[3, 1, 4, 2]	physik	65
65	[2, 3, 4, 1]	11	b5	1	0	1	0	0	0	4	3	4	2	1	2	25	[4, 2, 3, 1]	[4, 3, 2, 1]	[3, 2, 1, 4]	[2, 3, 1, 4]	[4, 2, 3, 1]	bio	65
65	[2, 4, 3, 1]	12	p0	0	0	1	1	0	0	1	1	4	2	3	3	27	[4, 2, 1, 3]	[4, 2, 1, 3]	[4, 1, 2, 3]	[1, 2, 4, 3]	[4, 1, 3, 2]	physik	65
66	[1, 3, 2, 4]	1	b1	0	1	0	1	1	1	1	3	2	1	4	2	4	[3, 2, 4, 1]	[3, 2, 1, 4]	[1, 4, 2, 3]	[3, 4, 2, 1]	[2, 1, 4, 3]	bio	66
66	[1, 2, 4, 3]	2	b0	0	0	0	0	1	1	2	4	2	2	2	2	6	[1, 3, 2, 4]	[2, 1, 4, 3]	[1, 2, 4, 3]	[4, 1, 2, 3]	[2, 1, 3, 4]	bio	66
66	[1, 2, 3, 4]	3	b4	1	0	1	0	1	1	3	1	1	1	4	1	10	[4, 3, 1, 2]	[4, 3, 1, 2]	[4, 1, 3, 2]	[3, 4, 2, 1]	[1, 4, 2, 3]	bio	66
66	[2, 1, 3, 4]	4	b2	1	1	0	1	1	1	3	4	1	2	4	1	15	[3, 2, 1, 4]	[2, 3, 4, 1]	[3, 1, 4, 2]	[3, 2, 4, 1]	[1, 4, 3, 2]	bio	66
66	[3, 4, 1, 2]	5	p1	1	1	0	0	0	0	4	2	4	1	2	1	17	[2, 4, 3, 1]	[2, 1, 4, 3]	[2, 4, 3, 1]	[3, 2, 1, 4]	[4, 2, 3, 1]	physik	66
66	[3, 2, 4, 1]	6	p2	0	0	1	0	0	0	1	2	4	3	4	3	18	[3, 4, 2, 1]	[4, 3, 1, 2]	[3, 4, 2, 1]	[1, 3, 4, 2]	[1, 3, 2, 4]	physik	66
66	[3, 4, 1, 2]	7	p3	0	0	1	0	1	0	1	3	3	1	4	1	20	[4, 1, 3, 2]	[1, 2, 3, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	[2, 1, 4, 3]	physik	66
66	[2, 4, 1, 3]	8	b3	0	0	1	0	0	1	1	3	3	3	2	4	22	[4, 2, 1, 3]	[2, 1, 4, 3]	[4, 1, 2, 3]	[2, 4, 3, 1]	[3, 2, 4, 1]	bio	66
66	[3, 4, 2, 1]	9	p0	0	1	1	0	0	0	3	4	4	2	1	2	24	[3, 4, 2, 1]	[4, 2, 3, 1]	[4, 2, 3, 1]	[2, 3, 1, 4]	[2, 4, 1, 3]	physik	66
66	[3, 4, 1, 2]	10	p4	0	1	0	0	0	0	3	1	2	4	1	1	25	[4, 1, 3, 2]	[1, 2, 4, 3]	[3, 2, 1, 4]	[2, 4, 3, 1]	[2, 3, 4, 1]	physik	66
66	[4, 1, 3, 2]	11	b5	1	1	0	0	0	0	2	4	1	3	4	4	27	[3, 1, 2, 4]	[3, 4, 2, 1]	[3, 2, 4, 1]	[3, 1, 4, 2]	[1, 2, 4, 3]	bio	66
66	[1, 2, 4, 3]	12	p5	1	1	1	0	0	1	1	4	1	3	4	4	31	[1, 4, 3, 2]	[4, 2, 3, 1]	[1, 4, 2, 3]	[2, 1, 3, 4]	[2, 3, 4, 1]	physik	66
67	[4, 2, 3, 1]	1	b1	0	0	0	1	0	1	2	3	2	3	4	3	2	[1, 2, 3, 4]	[1, 2, 3, 4]	[4, 3, 1, 2]	[1, 4, 3, 2]	[2, 4, 1, 3]	bio	67
67	[4, 2, 3, 1]	2	b3	0	0	1	0	1	1	1	2	4	1	2	4	5	[4, 3, 1, 2]	[1, 2, 4, 3]	[3, 1, 4, 2]	[2, 1, 4, 3]	[3, 2, 4, 1]	bio	67
67	[4, 2, 3, 1]	3	p2	0	0	0	0	1	1	2	3	2	3	2	1	7	[1, 4, 3, 2]	[2, 1, 3, 4]	[1, 4, 2, 3]	[2, 1, 3, 4]	[1, 3, 2, 4]	physik	67
67	[1, 3, 4, 2]	4	b2	1	1	1	1	1	1	3	4	1	3	2	2	13	[3, 2, 1, 4]	[4, 3, 2, 1]	[3, 2, 1, 4]	[3, 1, 2, 4]	[2, 1, 4, 3]	bio	67
67	[2, 4, 3, 1]	5	b0	1	1	1	1	1	1	4	1	4	1	4	3	19	[4, 3, 2, 1]	[1, 2, 3, 4]	[1, 4, 2, 3]	[3, 4, 2, 1]	[4, 2, 1, 3]	bio	67
67	[3, 4, 2, 1]	6	p5	0	0	1	1	0	1	1	3	4	4	4	1	22	[4, 1, 2, 3]	[2, 1, 4, 3]	[3, 2, 4, 1]	[4, 1, 2, 3]	[1, 4, 3, 2]	physik	67
67	[4, 2, 3, 1]	7	b5	1	1	1	1	1	1	4	2	4	4	2	1	28	[4, 2, 3, 1]	[4, 1, 3, 2]	[4, 2, 3, 1]	[4, 1, 2, 3]	[1, 4, 3, 2]	bio	67
67	[1, 2, 4, 3]	8	p4	1	0	0	1	1	0	2	1	2	1	1	4	31	[4, 1, 2, 3]	[3, 2, 4, 1]	[1, 2, 3, 4]	[1, 3, 4, 2]	[4, 3, 1, 2]	physik	67
67	[1, 2, 4, 3]	9	p3	1	0	1	1	1	1	1	1	1	1	2	4	36	[1, 3, 4, 2]	[2, 4, 3, 1]	[1, 4, 3, 2]	[4, 1, 2, 3]	[4, 2, 3, 1]	physik	67
67	[1, 2, 3, 4]	10	b4	1	0	1	1	1	1	1	3	1	1	2	3	41	[1, 4, 2, 3]	[4, 1, 2, 3]	[1, 4, 2, 3]	[4, 1, 3, 2]	[3, 2, 1, 4]	bio	67
67	[3, 2, 1, 4]	11	p1	1	0	0	1	1	0	4	4	4	1	2	2	44	[3, 2, 4, 1]	[1, 3, 4, 2]	[1, 3, 2, 4]	[3, 1, 4, 2]	[2, 3, 1, 4]	physik	67
67	[2, 1, 4, 3]	12	p0	1	1	1	0	0	0	3	4	2	2	3	1	47	[4, 2, 1, 3]	[4, 3, 2, 1]	[3, 4, 2, 1]	[3, 4, 2, 1]	[4, 2, 1, 3]	physik	67
68	[1, 3, 4, 2]	1	b1	0	0	1	1	1	1	4	3	1	4	3	2	4	[4, 1, 3, 2]	[2, 4, 3, 1]	[2, 4, 3, 1]	[2, 3, 1, 4]	[4, 1, 2, 3]	bio	68
68	[3, 1, 2, 4]	2	p3	1	1	0	1	1	1	1	2	3	3	3	3	9	[1, 3, 2, 4]	[2, 1, 4, 3]	[2, 3, 1, 4]	[4, 3, 1, 2]	[2, 3, 1, 4]	physik	68
68	[1, 2, 4, 3]	3	p4	0	0	0	0	1	1	3	3	4	1	3	2	11	[4, 1, 3, 2]	[1, 2, 3, 4]	[4, 2, 3, 1]	[3, 4, 1, 2]	[3, 1, 2, 4]	physik	68
68	[1, 4, 3, 2]	4	b2	0	1	1	1	1	1	2	2	1	1	4	4	16	[1, 2, 4, 3]	[2, 1, 4, 3]	[1, 4, 2, 3]	[3, 2, 4, 1]	[3, 2, 4, 1]	bio	68
68	[2, 4, 3, 1]	5	p2	0	0	0	1	0	1	1	4	3	3	2	4	18	[3, 1, 2, 4]	[3, 4, 1, 2]	[3, 2, 1, 4]	[3, 4, 2, 1]	[2, 3, 4, 1]	physik	68
68	[4, 1, 3, 2]	6	p5	0	0	1	0	1	1	3	4	2	4	3	1	21	[1, 3, 4, 2]	[4, 3, 1, 2]	[4, 3, 1, 2]	[3, 4, 1, 2]	[1, 2, 4, 3]	physik	68
68	[4, 2, 3, 1]	7	p0	0	0	0	1	0	0	3	1	2	3	3	1	22	[3, 4, 2, 1]	[4, 1, 2, 3]	[3, 2, 1, 4]	[4, 2, 3, 1]	[4, 1, 3, 2]	physik	68
68	[2, 4, 3, 1]	8	b4	1	1	1	1	0	1	1	3	4	4	2	3	27	[1, 2, 3, 4]	[2, 3, 1, 4]	[3, 2, 4, 1]	[4, 3, 1, 2]	[2, 3, 1, 4]	bio	68
68	[1, 3, 2, 4]	9	b5	1	1	0	1	1	1	1	1	4	3	4	2	32	[1, 3, 4, 2]	[1, 4, 3, 2]	[3, 2, 1, 4]	[3, 4, 2, 1]	[2, 1, 3, 4]	bio	68
68	[4, 1, 2, 3]	10	b0	1	1	1	0	1	1	1	3	2	4	2	3	37	[1, 4, 2, 3]	[3, 4, 1, 2]	[3, 4, 1, 2]	[3, 1, 4, 2]	[3, 2, 1, 4]	bio	68
68	[3, 2, 4, 1]	11	p1	1	1	0	0	0	0	4	4	2	3	1	3	39	[4, 2, 3, 1]	[3, 2, 4, 1]	[1, 2, 3, 4]	[3, 2, 1, 4]	[2, 1, 3, 4]	physik	68
68	[4, 2, 1, 3]	12	b3	0	1	0	1	0	1	3	2	2	4	4	4	42	[1, 4, 2, 3]	[2, 1, 4, 3]	[2, 3, 4, 1]	[4, 3, 1, 2]	[4, 2, 3, 1]	bio	68
69	[3, 2, 1, 4]	1	p3	0	0	1	0	1	1	1	1	3	3	1	4	3	[4, 1, 3, 2]	[2, 4, 3, 1]	[2, 1, 4, 3]	[1, 3, 2, 4]	[4, 3, 2, 1]	physik	69
69	[2, 4, 1, 3]	2	p5	1	1	0	1	0	1	4	3	4	1	1	3	7	[4, 2, 3, 1]	[3, 2, 1, 4]	[1, 4, 3, 2]	[3, 4, 1, 2]	[4, 2, 1, 3]	physik	69
69	[3, 4, 2, 1]	3	p4	1	1	0	1	0	1	1	1	3	3	2	3	11	[1, 3, 4, 2]	[1, 2, 3, 4]	[2, 4, 1, 3]	[2, 3, 4, 1]	[3, 4, 1, 2]	physik	69
69	[3, 1, 4, 2]	4	b0	0	1	0	1	1	1	2	1	1	3	4	3	15	[1, 3, 4, 2]	[1, 2, 4, 3]	[2, 3, 1, 4]	[2, 3, 4, 1]	[4, 3, 1, 2]	bio	69
69	[2, 1, 3, 4]	5	b5	1	1	0	1	1	1	4	2	3	2	2	3	20	[3, 4, 2, 1]	[2, 1, 3, 4]	[3, 1, 2, 4]	[3, 1, 2, 4]	[4, 2, 1, 3]	bio	69
69	[1, 4, 3, 2]	6	p2	1	0	1	1	1	1	4	1	1	2	3	2	25	[2, 3, 4, 1]	[3, 2, 4, 1]	[2, 1, 3, 4]	[2, 4, 1, 3]	[2, 1, 3, 4]	physik	69
69	[2, 4, 1, 3]	7	b4	1	1	1	1	1	1	2	4	3	1	2	4	31	[3, 1, 2, 4]	[2, 4, 3, 1]	[1, 2, 4, 3]	[2, 1, 3, 4]	[4, 3, 2, 1]	bio	69
69	[1, 3, 2, 4]	8	b3	1	0	1	1	1	1	2	4	1	1	1	1	36	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 4, 3, 2]	[1, 3, 2, 4]	[1, 2, 3, 4]	bio	69
69	[3, 2, 4, 1]	9	p1	1	0	0	0	1	0	4	2	2	1	3	2	38	[2, 3, 4, 1]	[3, 2, 1, 4]	[2, 4, 1, 3]	[3, 4, 1, 2]	[4, 2, 3, 1]	physik	69
69	[2, 1, 4, 3]	10	b2	1	1	1	1	1	1	2	4	2	4	2	3	44	[3, 1, 2, 4]	[2, 3, 4, 1]	[4, 2, 3, 1]	[2, 1, 3, 4]	[3, 2, 1, 4]	bio	69
69	[4, 1, 2, 3]	11	p0	0	0	0	1	0	0	2	1	1	1	2	4	45	[1, 3, 2, 4]	[3, 2, 1, 4]	[1, 3, 4, 2]	[2, 3, 1, 4]	[1, 4, 2, 3]	physik	69
69	[2, 1, 3, 4]	12	b1	0	0	1	1	1	0	2	4	2	4	2	2	48	[2, 3, 1, 4]	[1, 2, 3, 4]	[4, 3, 2, 1]	[3, 1, 2, 4]	[1, 3, 2, 4]	bio	69
72	[3, 1, 4, 2]	1	b0	1	1	1	1	1	1	2	4	2	1	1	3	6	[3, 1, 2, 4]	[4, 2, 3, 1]	[1, 2, 3, 4]	[1, 2, 4, 3]	[3, 4, 1, 2]	bio	72
72	[3, 2, 4, 1]	2	b2	1	1	1	1	0	1	3	3	4	1	4	2	11	[4, 3, 1, 2]	[2, 4, 1, 3]	[1, 3, 2, 4]	[3, 1, 2, 4]	[2, 1, 3, 4]	bio	72
72	[2, 4, 1, 3]	3	p1	0	1	0	1	0	1	2	3	2	3	2	3	14	[1, 4, 2, 3]	[4, 3, 1, 2]	[4, 2, 1, 3]	[2, 3, 4, 1]	[2, 4, 1, 3]	physik	72
72	[2, 4, 1, 3]	4	b1	0	1	0	1	1	1	2	2	1	2	1	2	18	[4, 3, 1, 2]	[2, 1, 4, 3]	[2, 1, 4, 3]	[1, 2, 4, 3]	[3, 1, 2, 4]	bio	72
72	[2, 1, 3, 4]	5	b4	1	1	1	0	1	1	1	3	2	4	2	1	23	[1, 4, 3, 2]	[2, 4, 1, 3]	[3, 1, 2, 4]	[3, 1, 2, 4]	[1, 3, 4, 2]	bio	72
72	[4, 1, 2, 3]	6	b5	0	1	1	1	1	1	3	3	2	1	4	4	28	[2, 1, 4, 3]	[3, 4, 1, 2]	[1, 2, 4, 3]	[2, 4, 3, 1]	[4, 3, 2, 1]	bio	72
72	[2, 4, 1, 3]	7	p5	0	0	0	1	0	1	3	2	4	4	4	1	30	[3, 1, 2, 4]	[1, 4, 3, 2]	[4, 2, 3, 1]	[3, 4, 1, 2]	[1, 3, 4, 2]	physik	72
72	[2, 4, 1, 3]	8	p2	0	0	1	0	0	1	4	3	3	4	3	4	32	[1, 4, 2, 3]	[3, 4, 2, 1]	[3, 1, 4, 2]	[3, 4, 2, 1]	[2, 3, 4, 1]	physik	72
72	[4, 2, 1, 3]	9	p3	0	0	0	1	1	1	3	2	1	2	3	3	35	[3, 1, 2, 4]	[2, 4, 1, 3]	[2, 1, 4, 3]	[4, 3, 1, 2]	[2, 4, 1, 3]	physik	72
72	[3, 2, 1, 4]	10	p4	1	0	0	1	1	0	1	1	2	4	4	3	38	[1, 3, 2, 4]	[3, 1, 4, 2]	[3, 2, 4, 1]	[2, 4, 3, 1]	[1, 4, 2, 3]	physik	72
72	[3, 1, 2, 4]	11	p0	0	0	0	0	0	0	3	1	1	4	1	1	38	[3, 1, 4, 2]	[4, 2, 3, 1]	[3, 1, 2, 4]	[3, 4, 1, 2]	[2, 4, 3, 1]	physik	72
72	[1, 4, 2, 3]	12	b3	1	0	1	1	1	1	3	1	1	2	2	4	43	[4, 2, 1, 3]	[2, 4, 1, 3]	[4, 1, 2, 3]	[4, 1, 3, 2]	[3, 2, 4, 1]	bio	72
73	[3, 4, 2, 1]	1	b0	1	0	1	1	1	1	3	3	4	2	4	2	5	[3, 4, 1, 2]	[2, 3, 4, 1]	[2, 1, 4, 3]	[3, 4, 2, 1]	[2, 1, 3, 4]	bio	73
73	[4, 1, 2, 3]	2	p2	0	0	0	1	1	1	1	4	4	3	4	2	8	[2, 1, 3, 4]	[3, 1, 4, 2]	[4, 3, 1, 2]	[4, 3, 2, 1]	[4, 1, 2, 3]	physik	73
73	[3, 4, 2, 1]	3	b2	0	1	1	1	1	1	2	2	4	1	3	2	13	[4, 2, 3, 1]	[2, 1, 4, 3]	[1, 3, 4, 2]	[3, 4, 1, 2]	[4, 1, 3, 2]	bio	73
73	[4, 3, 1, 2]	4	p1	0	0	0	0	0	0	2	3	1	1	2	4	13	[3, 2, 1, 4]	[1, 3, 2, 4]	[2, 1, 3, 4]	[1, 2, 4, 3]	[1, 2, 4, 3]	physik	73
73	[4, 2, 3, 1]	5	p5	0	0	0	1	0	1	1	2	1	4	1	1	15	[2, 4, 1, 3]	[2, 4, 1, 3]	[2, 3, 4, 1]	[2, 1, 3, 4]	[1, 2, 4, 3]	physik	73
73	[2, 4, 1, 3]	6	p3	1	0	1	0	1	1	2	3	3	1	4	2	19	[2, 1, 3, 4]	[4, 1, 3, 2]	[2, 4, 3, 1]	[4, 3, 2, 1]	[4, 1, 3, 2]	physik	73
73	[4, 1, 3, 2]	7	b3	0	0	0	1	1	1	3	3	3	1	4	1	22	[4, 1, 2, 3]	[2, 4, 3, 1]	[1, 3, 4, 2]	[4, 3, 2, 1]	[1, 2, 4, 3]	bio	73
73	[1, 2, 3, 4]	8	p4	0	0	0	1	1	1	4	3	3	4	3	1	25	[4, 1, 2, 3]	[4, 2, 3, 1]	[4, 3, 2, 1]	[4, 3, 1, 2]	[1, 2, 3, 4]	physik	73
73	[1, 4, 3, 2]	9	b1	0	0	0	1	1	0	3	3	4	4	4	1	27	[3, 1, 2, 4]	[2, 1, 3, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	[3, 1, 2, 4]	bio	73
73	[4, 3, 1, 2]	10	b5	1	0	0	1	1	0	2	1	2	3	2	2	30	[2, 1, 3, 4]	[3, 1, 2, 4]	[3, 4, 1, 2]	[4, 1, 3, 2]	[1, 2, 4, 3]	bio	73
73	[4, 1, 2, 3]	11	b4	1	1	1	1	1	1	3	4	2	1	1	2	36	[2, 3, 1, 4]	[2, 3, 4, 1]	[1, 2, 4, 3]	[1, 3, 4, 2]	[2, 1, 4, 3]	bio	73
73	[3, 2, 1, 4]	12	p0	0	0	1	1	0	0	3	3	3	2	4	4	38	[1, 3, 2, 4]	[4, 2, 3, 1]	[2, 1, 3, 4]	[1, 3, 2, 4]	[3, 1, 2, 4]	physik	73
74	[2, 4, 3, 1]	1	p5	0	0	1	1	0	1	2	3	4	3	3	1	3	[3, 2, 4, 1]	[2, 3, 4, 1]	[4, 3, 1, 2]	[4, 2, 3, 1]	[1, 2, 4, 3]	physik	74
74	[3, 4, 1, 2]	2	b4	1	1	1	0	1	1	1	2	3	4	2	4	8	[1, 2, 4, 3]	[2, 1, 3, 4]	[3, 1, 4, 2]	[3, 1, 4, 2]	[3, 4, 2, 1]	bio	74
74	[4, 1, 2, 3]	3	b5	0	1	0	1	1	1	1	4	3	4	2	3	12	[4, 3, 1, 2]	[4, 2, 3, 1]	[3, 4, 2, 1]	[3, 1, 4, 2]	[4, 3, 1, 2]	bio	74
74	[1, 2, 4, 3]	4	p3	0	0	1	1	0	1	1	1	1	2	1	4	15	[2, 4, 1, 3]	[3, 4, 2, 1]	[4, 1, 2, 3]	[2, 4, 3, 1]	[4, 3, 2, 1]	physik	74
74	[4, 3, 1, 2]	5	b0	1	0	0	1	1	1	2	4	1	4	3	2	19	[4, 1, 3, 2]	[3, 1, 4, 2]	[2, 4, 3, 1]	[3, 2, 1, 4]	[2, 1, 4, 3]	bio	74
74	[3, 2, 1, 4]	6	p2	0	0	0	0	0	0	3	4	2	3	1	1	19	[3, 1, 2, 4]	[2, 1, 4, 3]	[3, 4, 2, 1]	[3, 2, 1, 4]	[2, 1, 4, 3]	physik	74
74	[3, 2, 1, 4]	7	p0	0	0	0	0	0	1	1	1	4	2	2	2	20	[3, 1, 4, 2]	[3, 1, 2, 4]	[2, 4, 1, 3]	[4, 3, 1, 2]	[3, 1, 4, 2]	physik	74
74	[2, 4, 3, 1]	8	p4	0	0	0	1	1	0	3	3	1	1	1	2	22	[4, 1, 3, 2]	[1, 3, 2, 4]	[1, 3, 4, 2]	[1, 3, 2, 4]	[1, 3, 2, 4]	physik	74
74	[2, 3, 4, 1]	9	b1	0	0	1	1	1	1	3	3	4	4	2	1	26	[4, 2, 3, 1]	[4, 2, 3, 1]	[2, 3, 4, 1]	[2, 1, 4, 3]	[1, 2, 4, 3]	bio	74
74	[3, 4, 2, 1]	10	p1	0	0	0	1	0	0	1	3	2	1	1	4	27	[4, 1, 2, 3]	[2, 1, 4, 3]	[1, 4, 2, 3]	[2, 1, 3, 4]	[1, 2, 4, 3]	physik	74
74	[1, 2, 3, 4]	11	b2	1	1	1	1	1	1	1	1	1	1	4	4	33	[1, 2, 4, 3]	[1, 3, 2, 4]	[1, 2, 4, 3]	[4, 3, 2, 1]	[2, 3, 4, 1]	bio	74
74	[2, 3, 4, 1]	12	b3	1	1	1	1	1	1	4	4	4	2	4	3	39	[3, 2, 4, 1]	[4, 2, 3, 1]	[3, 1, 2, 4]	[4, 2, 3, 1]	[4, 3, 1, 2]	bio	74
75	[2, 3, 1, 4]	1	b1	0	1	0	1	1	1	1	3	1	1	4	2	4	[3, 4, 2, 1]	[4, 3, 1, 2]	[1, 2, 3, 4]	[3, 2, 4, 1]	[3, 1, 2, 4]	bio	75
75	[2, 4, 1, 3]	2	b2	0	1	1	1	1	1	1	4	3	2	2	2	9	[3, 1, 2, 4]	[4, 2, 3, 1]	[3, 1, 2, 4]	[2, 1, 4, 3]	[3, 1, 4, 2]	bio	75
75	[4, 3, 2, 1]	3	p2	0	0	1	0	1	1	3	3	4	1	3	1	12	[2, 4, 3, 1]	[3, 1, 2, 4]	[2, 4, 1, 3]	[3, 4, 1, 2]	[1, 4, 3, 2]	physik	75
75	[1, 4, 2, 3]	4	p5	0	0	1	1	0	1	1	1	1	3	4	2	15	[4, 3, 2, 1]	[4, 1, 3, 2]	[4, 2, 1, 3]	[3, 1, 4, 2]	[3, 1, 2, 4]	physik	75
75	[1, 4, 3, 2]	5	b0	1	1	1	1	1	1	4	2	1	2	1	3	21	[3, 4, 2, 1]	[3, 1, 4, 2]	[3, 1, 4, 2]	[1, 2, 3, 4]	[2, 3, 1, 4]	bio	75
75	[4, 2, 1, 3]	6	p0	0	0	0	0	0	1	4	4	2	2	4	1	22	[1, 4, 3, 2]	[4, 2, 1, 3]	[1, 4, 2, 3]	[4, 2, 1, 3]	[1, 4, 3, 2]	physik	75
75	[3, 4, 1, 2]	7	b4	0	0	1	1	1	1	4	1	3	1	2	4	26	[4, 1, 2, 3]	[2, 3, 1, 4]	[1, 4, 3, 2]	[3, 1, 2, 4]	[2, 4, 3, 1]	bio	75
75	[2, 3, 4, 1]	8	p3	1	0	0	1	0	1	1	2	1	2	2	4	29	[1, 3, 4, 2]	[1, 2, 3, 4]	[3, 1, 2, 4]	[4, 2, 1, 3]	[2, 3, 4, 1]	physik	75
75	[4, 2, 3, 1]	9	p4	0	0	0	1	1	1	4	2	2	3	2	3	32	[4, 2, 1, 3]	[4, 3, 1, 2]	[4, 2, 1, 3]	[3, 1, 2, 4]	[2, 3, 1, 4]	physik	75
75	[1, 3, 2, 4]	10	p1	0	0	0	0	1	0	1	1	4	1	4	2	33	[2, 1, 4, 3]	[2, 3, 1, 4]	[2, 4, 1, 3]	[2, 4, 3, 1]	[3, 2, 4, 1]	physik	75
75	[3, 1, 4, 2]	11	b3	1	0	1	1	1	1	4	1	2	1	3	3	38	[3, 4, 2, 1]	[4, 1, 2, 3]	[1, 4, 2, 3]	[3, 2, 1, 4]	[2, 3, 1, 4]	bio	75
75	[2, 4, 3, 1]	12	b5	1	1	1	1	1	1	3	3	4	2	3	3	44	[2, 3, 1, 4]	[4, 3, 1, 2]	[3, 1, 2, 4]	[3, 4, 1, 2]	[4, 2, 1, 3]	bio	75
77	[3, 2, 1, 4]	1	b0	1	1	1	1	1	1	1	4	3	2	3	4	6	[1, 4, 3, 2]	[4, 2, 3, 1]	[3, 1, 4, 2]	[4, 3, 1, 2]	[3, 2, 4, 1]	bio	77
77	[2, 1, 3, 4]	2	b4	1	0	1	0	0	1	4	3	2	2	3	4	9	[2, 4, 3, 1]	[1, 3, 4, 2]	[2, 4, 1, 3]	[1, 4, 2, 3]	[3, 4, 2, 1]	bio	77
77	[3, 1, 4, 2]	3	p4	0	1	0	1	1	0	3	4	3	3	3	2	12	[1, 2, 3, 4]	[2, 4, 3, 1]	[3, 2, 1, 4]	[3, 2, 1, 4]	[1, 3, 2, 4]	physik	77
77	[4, 3, 2, 1]	4	b2	1	1	1	1	1	1	1	4	4	1	2	4	18	[1, 2, 3, 4]	[4, 3, 2, 1]	[1, 3, 2, 4]	[4, 1, 2, 3]	[4, 2, 3, 1]	bio	77
77	[3, 2, 4, 1]	5	b3	1	0	1	1	1	1	2	4	4	1	1	1	23	[2, 1, 3, 4]	[1, 4, 2, 3]	[1, 4, 2, 3]	[1, 3, 4, 2]	[1, 4, 2, 3]	bio	77
77	[2, 3, 4, 1]	6	p5	0	0	0	1	0	1	1	3	1	4	4	1	25	[2, 4, 3, 1]	[1, 3, 4, 2]	[2, 3, 4, 1]	[3, 1, 4, 2]	[1, 3, 4, 2]	physik	77
77	[4, 3, 1, 2]	7	p0	0	0	0	1	0	0	3	1	4	3	2	4	26	[1, 3, 2, 4]	[3, 2, 4, 1]	[2, 3, 1, 4]	[1, 3, 2, 4]	[1, 2, 3, 4]	physik	77
77	[4, 2, 3, 1]	8	p3	0	0	1	1	1	1	2	1	4	3	3	4	30	[4, 3, 2, 1]	[2, 1, 3, 4]	[4, 3, 1, 2]	[3, 2, 1, 4]	[4, 2, 3, 1]	physik	77
77	[1, 3, 4, 2]	9	p1	1	1	0	0	1	0	1	3	2	2	3	2	33	[1, 3, 4, 2]	[4, 3, 1, 2]	[2, 4, 1, 3]	[4, 2, 1, 3]	[4, 3, 2, 1]	physik	77
77	[4, 1, 2, 3]	10	p2	0	0	0	0	1	1	2	3	3	3	1	1	35	[2, 3, 4, 1]	[4, 1, 2, 3]	[3, 1, 2, 4]	[1, 2, 3, 4]	[1, 2, 3, 4]	physik	77
77	[3, 2, 1, 4]	11	b5	1	1	0	1	1	1	4	3	2	3	2	3	40	[3, 4, 2, 1]	[2, 3, 1, 4]	[2, 3, 1, 4]	[2, 1, 3, 4]	[2, 3, 1, 4]	bio	77
77	[1, 4, 3, 2]	12	b1	0	1	1	1	1	1	1	3	1	2	3	4	45	[2, 4, 3, 1]	[3, 4, 1, 2]	[3, 1, 4, 2]	[2, 4, 1, 3]	[3, 2, 4, 1]	bio	77
78	[3, 1, 4, 2]	1	p4	1	0	0	0	0	1	4	3	4	2	1	1	2	[3, 2, 4, 1]	[3, 4, 2, 1]	[1, 4, 2, 3]	[4, 3, 1, 2]	[1, 4, 3, 2]	physik	78
78	[3, 1, 2, 4]	2	p1	0	1	0	0	1	0	1	4	4	1	4	2	4	[2, 4, 3, 1]	[4, 2, 3, 1]	[2, 4, 3, 1]	[2, 3, 4, 1]	[3, 2, 1, 4]	physik	78
