version	text_id	text_domain	order_bq_1_ans	order_bq_2_ans	order_bq_3_ans	order_tq_1_ans	order_tq_2_ans	order_tq_3_ans	trial
39	p4	physics	[2, 4, 1, 3]	[3, 1, 2, 4]	[1, 2, 4, 3]	[1, 2, 4, 3]	[2, 3, 1, 4]	[4, 2, 1, 3]	6
39	b3	biology	[4, 1, 3, 2]	[3, 2, 1, 4]	[2, 3, 1, 4]	[1, 2, 3, 4]	[4, 1, 2, 3]	[2, 4, 3, 1]	7
39	b5	biology	[2, 4, 1, 3]	[2, 1, 4, 3]	[2, 1, 4, 3]	[4, 2, 3, 1]	[4, 1, 3, 2]	[1, 3, 2, 4]	8
39	b2	biology	[1, 4, 3, 2]	[3, 4, 2, 1]	[1, 2, 3, 4]	[3, 4, 1, 2]	[4, 1, 2, 3]	[4, 3, 1, 2]	9
39	b4	biology	[4, 1, 3, 2]	[3, 2, 1, 4]	[3, 1, 4, 2]	[1, 2, 4, 3]	[4, 3, 1, 2]	[3, 1, 4, 2]	10
39	b0	biology	[4, 1, 3, 2]	[2, 1, 3, 4]	[1, 2, 3, 4]	[1, 2, 3, 4]	[4, 3, 2, 1]	[1, 3, 4, 2]	11
39	p5	physics	[1, 2, 4, 3]	[3, 1, 4, 2]	[1, 2, 3, 4]	[3, 1, 2, 4]	[3, 1, 4, 2]	[4, 2, 3, 1]	12
40	p0	physics	[2, 3, 1, 4]	[3, 4, 2, 1]	[1, 3, 2, 4]	[3, 2, 1, 4]	[2, 1, 3, 4]	[2, 4, 3, 1]	1
40	b1	biology	[4, 2, 3, 1]	[3, 2, 1, 4]	[1, 3, 4, 2]	[2, 1, 4, 3]	[1, 4, 2, 3]	[2, 4, 3, 1]	2
40	b5	biology	[1, 3, 2, 4]	[2, 3, 1, 4]	[3, 1, 4, 2]	[3, 2, 4, 1]	[2, 3, 1, 4]	[3, 2, 1, 4]	3
40	b0	biology	[1, 3, 2, 4]	[1, 4, 2, 3]	[1, 4, 3, 2]	[1, 3, 2, 4]	[2, 3, 1, 4]	[1, 2, 3, 4]	4
40	p1	physics	[1, 3, 2, 4]	[2, 1, 3, 4]	[1, 3, 4, 2]	[2, 1, 3, 4]	[2, 4, 1, 3]	[1, 4, 2, 3]	5
40	p2	physics	[2, 4, 3, 1]	[2, 4, 1, 3]	[3, 1, 4, 2]	[2, 1, 4, 3]	[1, 2, 3, 4]	[1, 3, 4, 2]	6
40	p3	physics	[4, 1, 3, 2]	[4, 1, 3, 2]	[2, 1, 4, 3]	[2, 1, 3, 4]	[4, 1, 3, 2]	[3, 2, 4, 1]	7
40	b4	biology	[3, 4, 1, 2]	[1, 4, 3, 2]	[3, 2, 4, 1]	[4, 1, 2, 3]	[2, 1, 4, 3]	[2, 3, 4, 1]	8
40	p5	physics	[2, 3, 4, 1]	[4, 2, 3, 1]	[3, 2, 1, 4]	[4, 1, 3, 2]	[4, 3, 2, 1]	[2, 4, 1, 3]	9
40	b2	biology	[3, 2, 4, 1]	[1, 2, 4, 3]	[3, 4, 2, 1]	[3, 2, 1, 4]	[2, 3, 4, 1]	[4, 1, 2, 3]	10
40	p4	physics	[1, 4, 3, 2]	[2, 1, 4, 3]	[3, 2, 4, 1]	[2, 4, 1, 3]	[1, 4, 3, 2]	[2, 1, 3, 4]	11
40	b3	biology	[3, 2, 4, 1]	[1, 2, 3, 4]	[1, 2, 4, 3]	[3, 4, 1, 2]	[4, 3, 2, 1]	[3, 4, 1, 2]	12
41	p5	physics	[3, 4, 1, 2]	[2, 3, 4, 1]	[3, 2, 1, 4]	[4, 3, 2, 1]	[3, 1, 2, 4]	[2, 1, 3, 4]	1
41	b0	biology	[2, 1, 4, 3]	[2, 4, 1, 3]	[2, 1, 4, 3]	[1, 3, 2, 4]	[2, 1, 4, 3]	[3, 4, 2, 1]	2
41	p2	physics	[2, 1, 4, 3]	[4, 3, 2, 1]	[1, 3, 4, 2]	[4, 1, 3, 2]	[2, 1, 4, 3]	[4, 3, 2, 1]	3
41	b5	biology	[1, 4, 3, 2]	[1, 4, 2, 3]	[2, 3, 1, 4]	[1, 3, 2, 4]	[2, 4, 3, 1]	[4, 2, 1, 3]	4
41	p3	physics	[3, 2, 1, 4]	[4, 2, 3, 1]	[3, 4, 2, 1]	[3, 4, 2, 1]	[2, 1, 3, 4]	[3, 2, 1, 4]	5
41	b3	biology	[4, 3, 1, 2]	[3, 1, 2, 4]	[3, 4, 2, 1]	[4, 1, 3, 2]	[4, 1, 2, 3]	[1, 4, 3, 2]	6
41	b2	biology	[3, 4, 2, 1]	[3, 4, 2, 1]	[4, 3, 1, 2]	[4, 2, 1, 3]	[1, 2, 3, 4]	[3, 1, 4, 2]	7
41	p0	physics	[4, 2, 3, 1]	[2, 3, 1, 4]	[2, 1, 3, 4]	[3, 4, 1, 2]	[1, 2, 4, 3]	[3, 1, 2, 4]	8
41	b4	biology	[4, 1, 2, 3]	[4, 1, 3, 2]	[3, 1, 2, 4]	[2, 3, 1, 4]	[1, 2, 4, 3]	[2, 3, 1, 4]	9
41	p1	physics	[1, 4, 2, 3]	[2, 1, 3, 4]	[4, 2, 1, 3]	[3, 2, 1, 4]	[1, 4, 2, 3]	[4, 1, 3, 2]	10
41	b1	biology	[1, 4, 3, 2]	[2, 4, 3, 1]	[3, 1, 2, 4]	[2, 1, 4, 3]	[4, 2, 1, 3]	[3, 2, 4, 1]	11
41	p4	physics	[2, 4, 1, 3]	[3, 1, 4, 2]	[2, 1, 4, 3]	[4, 3, 2, 1]	[3, 1, 2, 4]	[1, 2, 3, 4]	12
42	p3	physics	[1, 4, 2, 3]	[3, 1, 4, 2]	[3, 2, 1, 4]	[1, 4, 2, 3]	[1, 2, 3, 4]	[4, 2, 1, 3]	1
42	b3	biology	[1, 2, 3, 4]	[1, 3, 2, 4]	[1, 4, 3, 2]	[3, 4, 2, 1]	[1, 4, 3, 2]	[4, 3, 1, 2]	2
42	p5	physics	[1, 4, 3, 2]	[4, 3, 1, 2]	[4, 3, 2, 1]	[4, 2, 3, 1]	[2, 3, 4, 1]	[2, 4, 3, 1]	3
42	p1	physics	[2, 3, 1, 4]	[2, 3, 1, 4]	[1, 3, 2, 4]	[1, 4, 3, 2]	[4, 2, 1, 3]	[4, 1, 2, 3]	4
42	p4	physics	[2, 4, 1, 3]	[3, 1, 4, 2]	[4, 1, 3, 2]	[1, 4, 3, 2]	[4, 2, 3, 1]	[4, 1, 2, 3]	5
42	b0	biology	[2, 4, 1, 3]	[3, 1, 4, 2]	[1, 2, 3, 4]	[1, 2, 3, 4]	[3, 1, 2, 4]	[2, 3, 1, 4]	6
42	b2	biology	[1, 4, 2, 3]	[4, 2, 1, 3]	[2, 4, 1, 3]	[4, 2, 1, 3]	[1, 2, 4, 3]	[3, 1, 4, 2]	7
42	p0	physics	[3, 4, 2, 1]	[2, 1, 3, 4]	[4, 2, 1, 3]	[4, 3, 1, 2]	[1, 3, 2, 4]	[3, 4, 2, 1]	8
42	b4	biology	[4, 1, 2, 3]	[3, 2, 4, 1]	[3, 4, 2, 1]	[3, 4, 2, 1]	[1, 2, 4, 3]	[2, 1, 3, 4]	9
42	b5	biology	[1, 4, 2, 3]	[1, 4, 3, 2]	[1, 2, 3, 4]	[3, 1, 2, 4]	[2, 3, 1, 4]	[3, 2, 4, 1]	10
42	b1	biology	[4, 3, 1, 2]	[3, 1, 4, 2]	[2, 1, 3, 4]	[1, 4, 2, 3]	[4, 3, 2, 1]	[4, 2, 3, 1]	11
42	p2	physics	[4, 3, 2, 1]	[4, 2, 1, 3]	[1, 2, 4, 3]	[1, 4, 2, 3]	[2, 1, 4, 3]	[1, 3, 2, 4]	12
43	b2	biology	[2, 3, 1, 4]	[1, 3, 4, 2]	[3, 2, 1, 4]	[1, 3, 4, 2]	[2, 1, 4, 3]	[3, 2, 4, 1]	1
43	b3	biology	[1, 3, 2, 4]	[1, 3, 4, 2]	[3, 4, 1, 2]	[1, 3, 2, 4]	[2, 1, 3, 4]	[4, 2, 1, 3]	2
43	b1	biology	[3, 2, 4, 1]	[4, 1, 2, 3]	[2, 4, 1, 3]	[2, 3, 1, 4]	[4, 2, 3, 1]	[2, 1, 4, 3]	3
43	b4	biology	[1, 4, 3, 2]	[1, 2, 4, 3]	[2, 4, 3, 1]	[1, 2, 3, 4]	[1, 4, 2, 3]	[2, 3, 1, 4]	4
43	b0	biology	[4, 3, 1, 2]	[4, 2, 3, 1]	[1, 2, 4, 3]	[2, 4, 3, 1]	[3, 1, 2, 4]	[1, 4, 2, 3]	5
43	p3	physics	[3, 4, 1, 2]	[1, 3, 4, 2]	[3, 4, 2, 1]	[3, 4, 2, 1]	[1, 2, 4, 3]	[2, 4, 1, 3]	6
43	p5	physics	[2, 4, 3, 1]	[4, 2, 1, 3]	[2, 3, 1, 4]	[3, 1, 2, 4]	[4, 3, 2, 1]	[4, 3, 2, 1]	7
43	p4	physics	[2, 3, 4, 1]	[1, 4, 3, 2]	[2, 3, 4, 1]	[1, 3, 4, 2]	[3, 1, 4, 2]	[4, 2, 1, 3]	8
43	b5	biology	[3, 4, 1, 2]	[4, 2, 1, 3]	[2, 1, 4, 3]	[1, 3, 2, 4]	[4, 1, 3, 2]	[1, 2, 3, 4]	9
43	p1	physics	[1, 3, 2, 4]	[4, 2, 3, 1]	[2, 3, 4, 1]	[3, 1, 4, 2]	[1, 4, 3, 2]	[1, 4, 2, 3]	10
43	p2	physics	[2, 1, 3, 4]	[4, 2, 1, 3]	[2, 4, 3, 1]	[4, 1, 3, 2]	[1, 4, 3, 2]	[4, 1, 3, 2]	11
43	p0	physics	[3, 1, 2, 4]	[3, 1, 2, 4]	[3, 1, 4, 2]	[4, 1, 2, 3]	[4, 1, 2, 3]	[3, 1, 2, 4]	12
44	b2	biology	[3, 1, 4, 2]	[2, 1, 4, 3]	[1, 2, 3, 4]	[1, 4, 3, 2]	[4, 1, 3, 2]	[3, 1, 4, 2]	1
44	p2	physics	[1, 2, 4, 3]	[2, 3, 1, 4]	[2, 3, 4, 1]	[4, 2, 3, 1]	[3, 4, 1, 2]	[2, 3, 4, 1]	2
44	p0	physics	[2, 4, 1, 3]	[4, 3, 2, 1]	[3, 2, 1, 4]	[2, 4, 3, 1]	[1, 2, 3, 4]	[3, 4, 1, 2]	3
44	b4	biology	[1, 3, 2, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	[1, 2, 3, 4]	[4, 1, 2, 3]	[3, 1, 2, 4]	4
44	p5	physics	[1, 2, 4, 3]	[1, 4, 3, 2]	[1, 4, 2, 3]	[2, 3, 4, 1]	[2, 1, 4, 3]	[2, 4, 1, 3]	5
44	p3	physics	[4, 2, 3, 1]	[1, 2, 3, 4]	[2, 3, 1, 4]	[4, 1, 2, 3]	[3, 1, 4, 2]	[1, 4, 2, 3]	6
44	b3	biology	[4, 1, 3, 2]	[2, 3, 4, 1]	[1, 2, 3, 4]	[1, 2, 3, 4]	[1, 4, 3, 2]	[1, 2, 4, 3]	7
44	b5	biology	[4, 3, 2, 1]	[4, 3, 2, 1]	[4, 2, 3, 1]	[2, 1, 4, 3]	[2, 4, 1, 3]	[1, 2, 4, 3]	8
44	b1	biology	[2, 3, 4, 1]	[4, 3, 1, 2]	[1, 3, 2, 4]	[3, 4, 2, 1]	[3, 1, 2, 4]	[4, 2, 3, 1]	9
44	p4	physics	[2, 1, 3, 4]	[3, 4, 1, 2]	[3, 2, 4, 1]	[2, 3, 4, 1]	[1, 3, 2, 4]	[3, 1, 4, 2]	10
44	b0	biology	[4, 3, 1, 2]	[3, 4, 1, 2]	[1, 3, 2, 4]	[4, 2, 3, 1]	[1, 4, 2, 3]	[4, 2, 3, 1]	11
44	p1	physics	[2, 3, 1, 4]	[2, 1, 4, 3]	[1, 4, 2, 3]	[2, 4, 1, 3]	[2, 1, 4, 3]	[4, 1, 2, 3]	12
45	b5	biology	[1, 2, 3, 4]	[3, 4, 1, 2]	[4, 1, 2, 3]	[2, 3, 4, 1]	[4, 2, 3, 1]	[2, 4, 3, 1]	1
45	p4	physics	[4, 3, 1, 2]	[4, 2, 1, 3]	[1, 2, 3, 4]	[2, 3, 1, 4]	[1, 4, 2, 3]	[4, 3, 2, 1]	2
45	b3	biology	[1, 3, 2, 4]	[4, 2, 3, 1]	[2, 3, 1, 4]	[3, 4, 2, 1]	[2, 3, 1, 4]	[4, 3, 2, 1]	3
45	b4	biology	[4, 1, 3, 2]	[3, 4, 1, 2]	[2, 1, 4, 3]	[2, 3, 1, 4]	[4, 2, 1, 3]	[1, 2, 4, 3]	4
45	b2	biology	[4, 3, 1, 2]	[3, 2, 4, 1]	[1, 2, 4, 3]	[1, 3, 4, 2]	[1, 4, 2, 3]	[4, 2, 3, 1]	5
45	p0	physics	[4, 1, 2, 3]	[1, 4, 3, 2]	[4, 3, 2, 1]	[4, 1, 2, 3]	[4, 1, 2, 3]	[1, 2, 4, 3]	6
45	b0	biology	[1, 3, 2, 4]	[3, 2, 4, 1]	[4, 1, 3, 2]	[1, 3, 4, 2]	[3, 2, 1, 4]	[4, 2, 1, 3]	7
45	p3	physics	[3, 2, 1, 4]	[2, 3, 1, 4]	[4, 2, 1, 3]	[2, 4, 1, 3]	[1, 3, 2, 4]	[4, 2, 3, 1]	8
45	p5	physics	[4, 2, 3, 1]	[4, 3, 1, 2]	[3, 4, 1, 2]	[2, 1, 4, 3]	[4, 2, 3, 1]	[2, 1, 3, 4]	9
45	b1	biology	[2, 4, 1, 3]	[2, 1, 3, 4]	[2, 3, 1, 4]	[2, 4, 3, 1]	[4, 3, 1, 2]	[3, 2, 1, 4]	10
45	p1	physics	[3, 4, 1, 2]	[3, 2, 4, 1]	[4, 2, 3, 1]	[2, 1, 4, 3]	[2, 1, 3, 4]	[1, 2, 3, 4]	11
45	p2	physics	[4, 2, 1, 3]	[4, 3, 2, 1]	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 3, 4, 2]	[1, 4, 2, 3]	12
46	b4	biology	[2, 1, 3, 4]	[1, 2, 3, 4]	[4, 2, 3, 1]	[2, 1, 3, 4]	[2, 1, 3, 4]	[1, 4, 2, 3]	1
46	p2	physics	[1, 2, 4, 3]	[1, 4, 2, 3]	[4, 1, 2, 3]	[2, 4, 1, 3]	[2, 4, 1, 3]	[1, 3, 4, 2]	2
46	b2	biology	[4, 3, 2, 1]	[3, 4, 1, 2]	[1, 2, 3, 4]	[3, 1, 4, 2]	[4, 2, 3, 1]	[3, 2, 4, 1]	3
46	p5	physics	[3, 4, 2, 1]	[2, 3, 4, 1]	[2, 1, 3, 4]	[4, 1, 3, 2]	[3, 2, 1, 4]	[3, 4, 2, 1]	4
46	b5	biology	[1, 2, 3, 4]	[3, 1, 2, 4]	[2, 4, 1, 3]	[2, 1, 4, 3]	[1, 3, 2, 4]	[3, 4, 2, 1]	5
46	b0	biology	[2, 1, 4, 3]	[1, 4, 2, 3]	[4, 3, 1, 2]	[1, 4, 2, 3]	[4, 2, 3, 1]	[2, 3, 1, 4]	6
46	p0	physics	[3, 2, 4, 1]	[3, 4, 1, 2]	[4, 2, 1, 3]	[1, 4, 3, 2]	[1, 2, 4, 3]	[2, 1, 4, 3]	7
46	p3	physics	[1, 2, 3, 4]	[3, 2, 4, 1]	[2, 1, 4, 3]	[3, 2, 4, 1]	[4, 2, 1, 3]	[1, 3, 4, 2]	8
46	p4	physics	[1, 2, 3, 4]	[3, 1, 4, 2]	[3, 1, 2, 4]	[2, 4, 1, 3]	[2, 4, 3, 1]	[1, 3, 2, 4]	9
46	b3	biology	[1, 4, 2, 3]	[2, 1, 3, 4]	[4, 1, 3, 2]	[4, 1, 3, 2]	[3, 2, 1, 4]	[2, 4, 3, 1]	10
46	b1	biology	[4, 1, 2, 3]	[2, 3, 4, 1]	[4, 3, 2, 1]	[4, 3, 2, 1]	[4, 2, 1, 3]	[3, 2, 4, 1]	11
46	p1	physics	[4, 2, 1, 3]	[2, 4, 3, 1]	[2, 1, 4, 3]	[1, 2, 3, 4]	[4, 3, 1, 2]	[2, 3, 1, 4]	12
47	p0	physics	[1, 4, 3, 2]	[1, 2, 4, 3]	[4, 2, 3, 1]	[1, 2, 3, 4]	[2, 1, 4, 3]	[4, 3, 2, 1]	1
47	b2	biology	[2, 3, 4, 1]	[4, 2, 1, 3]	[2, 3, 1, 4]	[2, 1, 3, 4]	[4, 3, 2, 1]	[2, 1, 4, 3]	2
47	p2	physics	[2, 1, 3, 4]	[2, 1, 4, 3]	[2, 1, 4, 3]	[1, 4, 2, 3]	[4, 3, 1, 2]	[3, 1, 4, 2]	3
47	p3	physics	[3, 1, 4, 2]	[3, 2, 4, 1]	[4, 2, 1, 3]	[3, 4, 2, 1]	[4, 3, 2, 1]	[4, 1, 3, 2]	4
47	p4	physics	[2, 3, 1, 4]	[3, 4, 2, 1]	[2, 4, 3, 1]	[3, 1, 2, 4]	[2, 1, 4, 3]	[1, 4, 2, 3]	5
47	p5	physics	[4, 1, 3, 2]	[3, 4, 2, 1]	[2, 4, 1, 3]	[1, 3, 2, 4]	[4, 1, 3, 2]	[4, 1, 3, 2]	6
47	b4	biology	[4, 3, 2, 1]	[4, 3, 2, 1]	[4, 3, 1, 2]	[1, 4, 2, 3]	[4, 3, 2, 1]	[2, 3, 1, 4]	7
47	p1	physics	[3, 4, 1, 2]	[3, 1, 4, 2]	[4, 3, 1, 2]	[1, 3, 2, 4]	[3, 2, 4, 1]	[4, 2, 1, 3]	8
47	b3	biology	[2, 3, 4, 1]	[2, 1, 4, 3]	[3, 1, 2, 4]	[3, 1, 2, 4]	[3, 2, 1, 4]	[2, 1, 4, 3]	9
47	b5	biology	[4, 3, 1, 2]	[4, 3, 1, 2]	[3, 2, 1, 4]	[3, 4, 2, 1]	[4, 1, 3, 2]	[4, 1, 2, 3]	10
47	b0	biology	[3, 4, 1, 2]	[2, 3, 1, 4]	[2, 4, 3, 1]	[3, 2, 4, 1]	[3, 1, 4, 2]	[3, 4, 1, 2]	11
47	b1	biology	[2, 1, 3, 4]	[4, 3, 1, 2]	[2, 1, 3, 4]	[4, 2, 1, 3]	[2, 3, 4, 1]	[4, 2, 1, 3]	12
48	p5	physics	[4, 3, 2, 1]	[4, 3, 1, 2]	[2, 4, 1, 3]	[4, 2, 3, 1]	[1, 2, 3, 4]	[4, 3, 1, 2]	1
48	b5	biology	[3, 1, 4, 2]	[1, 4, 3, 2]	[3, 2, 4, 1]	[3, 4, 2, 1]	[4, 1, 2, 3]	[2, 1, 4, 3]	2
48	p2	physics	[4, 1, 3, 2]	[2, 1, 4, 3]	[1, 2, 4, 3]	[4, 1, 3, 2]	[2, 1, 3, 4]	[3, 4, 2, 1]	3
48	b1	biology	[2, 1, 4, 3]	[3, 2, 1, 4]	[2, 4, 3, 1]	[3, 1, 4, 2]	[4, 2, 1, 3]	[2, 3, 1, 4]	4
48	p4	physics	[3, 2, 4, 1]	[2, 1, 4, 3]	[3, 4, 2, 1]	[4, 3, 2, 1]	[2, 3, 4, 1]	[4, 1, 3, 2]	5
48	b3	biology	[3, 1, 2, 4]	[4, 1, 3, 2]	[1, 2, 3, 4]	[4, 2, 1, 3]	[4, 2, 3, 1]	[4, 2, 3, 1]	6
48	p1	physics	[4, 2, 1, 3]	[2, 3, 4, 1]	[2, 1, 3, 4]	[4, 1, 2, 3]	[3, 4, 1, 2]	[2, 3, 4, 1]	7
48	b0	biology	[3, 4, 2, 1]	[3, 2, 1, 4]	[3, 2, 4, 1]	[1, 3, 2, 4]	[4, 2, 3, 1]	[1, 2, 3, 4]	8
48	p0	physics	[3, 1, 4, 2]	[2, 4, 1, 3]	[1, 3, 4, 2]	[1, 2, 3, 4]	[3, 4, 1, 2]	[4, 1, 3, 2]	9
48	b4	biology	[2, 1, 3, 4]	[1, 4, 2, 3]	[4, 1, 2, 3]	[2, 3, 4, 1]	[4, 2, 1, 3]	[1, 3, 2, 4]	10
48	p3	physics	[4, 2, 1, 3]	[1, 3, 4, 2]	[2, 3, 1, 4]	[1, 4, 3, 2]	[2, 4, 3, 1]	[2, 4, 3, 1]	11
48	b2	biology	[3, 1, 2, 4]	[4, 1, 2, 3]	[2, 4, 1, 3]	[2, 3, 1, 4]	[1, 3, 2, 4]	[2, 4, 3, 1]	12
49	p4	physics	[3, 2, 4, 1]	[1, 2, 3, 4]	[2, 3, 4, 1]	[2, 3, 1, 4]	[4, 3, 1, 2]	[3, 4, 2, 1]	1
49	b0	biology	[2, 1, 3, 4]	[1, 4, 2, 3]	[1, 2, 3, 4]	[3, 4, 1, 2]	[1, 4, 2, 3]	[3, 4, 2, 1]	2
49	p3	physics	[4, 2, 1, 3]	[1, 4, 2, 3]	[1, 2, 3, 4]	[3, 4, 1, 2]	[2, 4, 3, 1]	[2, 1, 3, 4]	3
49	b3	biology	[3, 2, 1, 4]	[2, 3, 4, 1]	[3, 1, 4, 2]	[1, 2, 4, 3]	[2, 1, 3, 4]	[2, 1, 4, 3]	4
49	b4	biology	[2, 1, 3, 4]	[2, 1, 4, 3]	[4, 3, 1, 2]	[3, 1, 4, 2]	[4, 2, 1, 3]	[4, 2, 1, 3]	5
49	b1	biology	[2, 4, 3, 1]	[1, 4, 2, 3]	[3, 1, 2, 4]	[3, 2, 1, 4]	[2, 4, 3, 1]	[1, 3, 4, 2]	6
49	p1	physics	[4, 2, 3, 1]	[3, 2, 4, 1]	[2, 4, 3, 1]	[1, 2, 3, 4]	[3, 4, 2, 1]	[3, 2, 4, 1]	7
49	p5	physics	[1, 2, 3, 4]	[1, 2, 3, 4]	[3, 2, 1, 4]	[3, 4, 1, 2]	[4, 2, 1, 3]	[1, 3, 4, 2]	8
49	p0	physics	[1, 3, 4, 2]	[2, 1, 4, 3]	[3, 4, 2, 1]	[2, 1, 4, 3]	[1, 2, 3, 4]	[3, 1, 4, 2]	9
49	b5	biology	[3, 4, 2, 1]	[2, 4, 1, 3]	[1, 4, 2, 3]	[3, 2, 1, 4]	[3, 2, 4, 1]	[3, 1, 4, 2]	10
49	p2	physics	[4, 2, 3, 1]	[3, 4, 2, 1]	[3, 4, 2, 1]	[4, 1, 3, 2]	[3, 1, 4, 2]	[2, 3, 1, 4]	11
49	b2	biology	[1, 3, 2, 4]	[3, 2, 1, 4]	[2, 4, 3, 1]	[2, 1, 4, 3]	[1, 2, 4, 3]	[3, 1, 2, 4]	12
50	p5	physics	[1, 3, 2, 4]	[2, 1, 4, 3]	[2, 4, 3, 1]	[3, 1, 2, 4]	[1, 4, 3, 2]	[3, 4, 2, 1]	1
50	p3	physics	[4, 1, 2, 3]	[1, 3, 4, 2]	[2, 3, 4, 1]	[2, 3, 4, 1]	[4, 1, 3, 2]	[3, 2, 1, 4]	2
50	p2	physics	[2, 3, 1, 4]	[4, 2, 3, 1]	[1, 2, 3, 4]	[3, 1, 4, 2]	[1, 2, 3, 4]	[4, 1, 3, 2]	3
50	b5	biology	[4, 1, 3, 2]	[3, 2, 4, 1]	[4, 2, 1, 3]	[2, 1, 3, 4]	[2, 4, 1, 3]	[3, 2, 1, 4]	4
50	b2	biology	[2, 3, 4, 1]	[4, 3, 1, 2]	[3, 4, 1, 2]	[3, 4, 2, 1]	[1, 3, 2, 4]	[3, 2, 4, 1]	5
50	p1	physics	[3, 4, 1, 2]	[4, 1, 3, 2]	[2, 1, 3, 4]	[4, 1, 2, 3]	[2, 4, 3, 1]	[4, 1, 3, 2]	6
50	p4	physics	[1, 3, 4, 2]	[1, 2, 4, 3]	[1, 3, 2, 4]	[4, 1, 3, 2]	[4, 3, 1, 2]	[3, 1, 4, 2]	7
50	b4	biology	[2, 4, 1, 3]	[1, 3, 2, 4]	[2, 1, 4, 3]	[4, 2, 1, 3]	[3, 4, 1, 2]	[3, 1, 4, 2]	8
50	b0	biology	[2, 1, 3, 4]	[4, 3, 2, 1]	[2, 4, 3, 1]	[1, 4, 2, 3]	[1, 4, 2, 3]	[4, 2, 1, 3]	9
50	b3	biology	[4, 1, 2, 3]	[1, 3, 4, 2]	[1, 3, 4, 2]	[1, 2, 3, 4]	[4, 2, 3, 1]	[4, 1, 2, 3]	10
50	b1	biology	[2, 4, 3, 1]	[3, 2, 1, 4]	[2, 1, 3, 4]	[1, 4, 2, 3]	[4, 3, 1, 2]	[4, 1, 2, 3]	11
50	p0	physics	[4, 3, 1, 2]	[3, 4, 1, 2]	[2, 1, 4, 3]	[3, 2, 1, 4]	[2, 3, 4, 1]	[1, 4, 3, 2]	12
51	b4	biology	[2, 4, 1, 3]	[1, 3, 4, 2]	[4, 1, 2, 3]	[2, 3, 4, 1]	[4, 1, 2, 3]	[1, 4, 3, 2]	1
51	p0	physics	[4, 1, 2, 3]	[2, 4, 3, 1]	[4, 2, 1, 3]	[1, 4, 3, 2]	[4, 3, 1, 2]	[4, 2, 3, 1]	2
51	p5	physics	[2, 3, 4, 1]	[4, 2, 1, 3]	[1, 4, 2, 3]	[4, 1, 3, 2]	[3, 1, 4, 2]	[2, 3, 1, 4]	3
51	b0	biology	[3, 1, 4, 2]	[1, 3, 2, 4]	[3, 1, 4, 2]	[4, 1, 2, 3]	[1, 2, 4, 3]	[1, 3, 2, 4]	4
51	p2	physics	[3, 2, 4, 1]	[1, 2, 3, 4]	[1, 4, 2, 3]	[3, 1, 4, 2]	[2, 3, 4, 1]	[4, 2, 1, 3]	5
51	b5	biology	[1, 4, 2, 3]	[3, 1, 4, 2]	[2, 3, 4, 1]	[3, 1, 4, 2]	[3, 1, 4, 2]	[3, 2, 1, 4]	6
51	b2	biology	[2, 4, 3, 1]	[2, 1, 3, 4]	[4, 2, 3, 1]	[4, 3, 1, 2]	[1, 4, 3, 2]	[4, 1, 2, 3]	7
51	p3	physics	[4, 1, 3, 2]	[1, 3, 2, 4]	[1, 3, 2, 4]	[4, 1, 2, 3]	[3, 1, 4, 2]	[2, 3, 1, 4]	8
51	b3	biology	[3, 1, 4, 2]	[2, 1, 3, 4]	[3, 4, 2, 1]	[4, 2, 1, 3]	[4, 3, 1, 2]	[1, 2, 3, 4]	9
51	p4	physics	[4, 2, 3, 1]	[4, 1, 2, 3]	[1, 4, 3, 2]	[1, 4, 3, 2]	[2, 3, 1, 4]	[1, 3, 2, 4]	10
51	b1	biology	[1, 4, 2, 3]	[2, 4, 3, 1]	[4, 1, 2, 3]	[3, 1, 4, 2]	[2, 1, 4, 3]	[2, 1, 4, 3]	11
51	p1	physics	[3, 1, 4, 2]	[1, 3, 4, 2]	[4, 2, 3, 1]	[1, 4, 3, 2]	[3, 4, 1, 2]	[1, 4, 3, 2]	12
52	b5	biology	[2, 3, 4, 1]	[2, 4, 1, 3]	[4, 2, 3, 1]	[1, 2, 4, 3]	[2, 4, 3, 1]	[4, 3, 1, 2]	1
52	b3	biology	[1, 4, 2, 3]	[1, 2, 4, 3]	[4, 2, 1, 3]	[1, 2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4, 1]	2
52	p5	physics	[2, 3, 1, 4]	[2, 3, 4, 1]	[2, 4, 3, 1]	[2, 3, 1, 4]	[1, 2, 3, 4]	[3, 4, 1, 2]	3
52	b1	biology	[3, 1, 2, 4]	[4, 2, 3, 1]	[3, 1, 4, 2]	[3, 4, 1, 2]	[1, 2, 4, 3]	[3, 2, 4, 1]	4
52	p4	physics	[4, 2, 1, 3]	[4, 3, 2, 1]	[4, 3, 1, 2]	[4, 2, 1, 3]	[1, 3, 4, 2]	[2, 4, 1, 3]	5
52	b4	biology	[3, 1, 2, 4]	[1, 3, 2, 4]	[2, 4, 3, 1]	[2, 1, 3, 4]	[4, 2, 3, 1]	[3, 4, 2, 1]	6
52	p1	physics	[4, 3, 1, 2]	[4, 3, 1, 2]	[3, 1, 2, 4]	[3, 4, 2, 1]	[1, 2, 3, 4]	[4, 2, 3, 1]	7
